ID,test_id,web100_log_entry_log_time,connection_spec_client_ip,connection_spec_server_ip,connection_spec_client_hostname,connection_spec_client_application,connection_spec_client_browser,connection_spec_client_os,connection_spec_client_geolocation_city,connection_spec_client_geolocation_latitude,connection_spec_client_geolocation_longitude,downloadThroughput
142023293467.160.84.9173.205.3.11,2015/01/02/20150102T21:08:41.221962000Z_c-67-160-84-9.hsd1.wa.comcast.net:53360.s2c_snaplog.gz,1420232934,67.160.84.9,173.205.3.11,,,,,Seattle,47.6636009216,-122.3804016113,1.9232717097
142023297167.160.84.9173.205.3.11,2015/01/02/20150102T21:09:17.232971000Z_c-67-160-84-9.hsd1.wa.comcast.net:53366.s2c_snaplog.gz,1420232971,67.160.84.9,173.205.3.11,,,,,Seattle,47.6636009216,-122.3804016113,2.2591761563
142023395424.17.245.61173.205.3.11,2015/01/02/20150102T21:25:32.590044000Z_c-24-17-245-61.hsd1.wa.comcast.net:44927.s2c_snaplog.gz,1420233954,24.17.245.61,173.205.3.11,c-24-17-245-61.hsd1.wa.comcast.net,,,,Seattle,47.6343994141,-122.3422012329,3.9745184253
1420234167184.78.215.1338.102.0.97,2015/01/02/20150102T21:29:01.130809000Z_184-78-215-13.war.clearwire-wmx.net:59750.s2c_snaplog.gz,1420234167,184.78.215.13,38.102.0.97,184-78-215-13.war.clearwire-wmx.net,,BTWebClient/3420,Windows,Seattle,47.6062011719,-122.3320999146,1.6448281088
1420235170174.21.175.1494.71.157.165,2015/01/02/20150102T21:45:57.554620000Z_174-21-175-149.tukw.qwest.net:49435.s2c_snaplog.gz,1420235170,174.21.175.149,4.71.157.165,,,,,Seattle,47.6062011719,-122.3320999146,9.0686001074
142023627450.135.253.16238.102.0.83,2015/01/02/20150102T22:04:09.594068000Z_c-50-135-253-162.hsd1.wa.comcast.net:49453.s2c_snaplog.gz,1420236274,50.135.253.162,38.102.0.83,c-50-135-253-162.hsd1.wa.comcast.net,,,,Seattle,47.6514015198,-122.4077987671,51.9256800098
1420237205104.156.100.117213.244.128.139,2015/01/02/20150102T22:19:35.509199000Z_104.156.100.117:59688.s2c_snaplog.gz,1420237205,104.156.100.117,213.244.128.139,,,BTWebClient/3130,Windows,Seattle,47.6144981384,-122.3479995728,2.248937335
142023765567.183.80.2238.102.0.83,2015/01/02/20150102T22:27:21.913256000Z_c-67-183-80-22.hsd1.wa.comcast.net:58235.s2c_snaplog.gz,1420237655,67.183.80.22,38.102.0.83,,,,,Seattle,47.537399292,-122.3910980225,23.706300435
142023782067.183.80.224.71.157.165,2015/01/02/20150102T22:30:06.502074000Z_c-67-183-80-22.hsd1.wa.comcast.net:58856.s2c_snaplog.gz,1420237820,67.183.80.22,4.71.157.165,,,,,Seattle,47.537399292,-122.3910980225,18.0656821758
1420238008104.156.100.11763.243.240.88,2015/01/02/20150102T22:33:09.69549000Z_104.156.100.117:64534.s2c_snaplog.gz,1420238008,104.156.100.117,63.243.240.88,,,BTWebClient/3130,Windows,Seattle,47.6144981384,-122.3479995728,29.8629221328
142023820497.113.198.1938.102.0.83,2015/01/02/20150102T22:36:21.39366000Z_97-113-198-19.tukw.qwest.net:49888.s2c_snaplog.gz,1420238204,97.113.198.19,38.102.0.83,97-113-198-19.tukw.qwest.net,,BTWebClient/3420,Windows,Seattle,47.6062011719,-122.3320999146,1.0393325057
142024234467.183.80.224.71.157.165,2015/01/02/20150102T23:45:30.816009000Z_c-67-183-80-22.hsd1.wa.comcast.net:60033.s2c_snaplog.gz,1420242344,67.183.80.22,4.71.157.165,,,,,Seattle,47.537399292,-122.3910980225,23.5264908196
142024326673.181.136.884.35.94.37,2015/01/03/20150103T00:00:45.397086000Z_73.181.136.88:49401.s2c_snaplog.gz,1420243266,73.181.136.88,4.35.94.37,,,BTWebClient/3420,Windows,Seattle,47.3824005127,-122.3137969971,6.6529328441
142024331067.183.87.438.102.0.97,2015/01/03/20150103T00:01:30.240053000Z_c-67-183-87-4.hsd1.wa.comcast.net:64598.s2c_snaplog.gz,1420243310,67.183.87.4,38.102.0.97,c-67-183-87-4.hsd1.wa.comcast.net,,,,Seattle,47.6062011719,-122.3320999146,3.8179915125
142024344473.181.136.884.35.94.37,2015/01/03/20150103T00:03:39.217517000Z_73.181.136.88:49433.s2c_snaplog.gz,1420243444,73.181.136.88,4.35.94.37,,,BTWebClient/3420,Windows,Seattle,47.3824005127,-122.3137969971,6.6669224803
142024357076.121.191.738.102.0.97,2015/01/03/20150103T00:05:57.211754000Z_c-76-121-191-7.hsd1.wa.comcast.net:50150.s2c_snaplog.gz,1420243570,76.121.191.7,38.102.0.97,,,,,Seattle,47.6062011719,-122.3320999146,44.4426783316
142024926470.89.153.8938.102.0.109,2015/01/03/20150103T01:40:43.682980000Z_70-89-153-89-andy-sheerer-wa.hfc.comcastbusiness.net:49682.s2c_snaplog.gz,1420249264,70.89.153.89,38.102.0.109,70-89-153-89-andy-sheerer-wa.hfc.comcastbusiness.net,,BTWebClient/3420,Windows,Seattle,47.6062011719,-122.3320999146,21.7564374475
142024973276.22.24.1638.102.0.83,2015/01/03/20150103T01:48:39.546178000Z_c-76-22-24-16.hsd1.wa.comcast.net:52651.s2c_snaplog.gz,1420249732,76.22.24.16,38.102.0.83,,,,,Seattle,47.6062011719,-122.3320999146,6.9045113923
142025048424.16.145.7863.243.224.37,2015/01/03/20150103T02:01:10.943457000Z_c-24-16-145-78.hsd1.wa.comcast.net:48659.s2c_snaplog.gz,1420250484,24.16.145.78,63.243.224.37,,,,,Seattle,47.6847000122,-122.384803772,14.7514157793
142025142050.159.119.2304.15.35.165,2015/01/03/20150103T02:16:37.496434000Z_c-50-159-119-230.hsd1.wa.comcast.net:49407.s2c_snaplog.gz,1420251420,50.159.119.230,4.15.35.165,c-50-159-119-230.hsd1.wa.comcast.net,,BTWebClient/3420,Windows,Seattle,47.6343994141,-122.3422012329,0.4617350243
142025154774.94.77.9438.102.0.109,2015/01/03/20150103T02:18:46.253212000Z_74-94-177-94-NewEngland.hfc.comcastbusiness.net:57457.s2c_snaplog.gz,1420251547,74.94.77.94,38.102.0.109,74-94-177-94-NewEngland.hfc.comcastbusiness.net,,BTWebClient/3420,Windows,Seattle,47.6062011719,-122.3320999146,0.315958604
142025359570.199.136.51203.5.76.140,2015/01/03/20150103T02:53:00.597962000Z_51.sub-70-199-136.myvzw.com:2539.s2c_snaplog.gz,1420253595,70.199.136.51,203.5.76.140,,,,,Seattle,47.6062011719,-122.3320999146,0.7813135895
1420255340207.66.156.6173.205.3.75,2015/01/03/20150103T03:22:06.729303000Z_207.66.156.6:65381.s2c_snaplog.gz,1420255340,207.66.156.6,173.205.3.75,,,,,Seattle,47.6102981567,-122.3340988159,0.6939264648
1420255723207.66.156.6173.205.3.75,2015/01/03/20150103T03:28:29.130165000Z_207.66.156.6:65396.s2c_snaplog.gz,1420255723,207.66.156.6,173.205.3.75,,,,,Seattle,47.6102981567,-122.3340988159,0.4949502125
1420256271207.66.156.663.243.240.101,2015/01/03/20150103T03:37:37.449814000Z_207.66.156.6:49290.s2c_snaplog.gz,1420256271,207.66.156.6,63.243.240.101,,,,,Seattle,47.6102981567,-122.3340988159,0.6112621115
1420257063207.66.156.663.243.240.101,2015/01/03/20150103T03:50:49.276130000Z_207.66.156.6:49376.s2c_snaplog.gz,1420257063,207.66.156.6,63.243.240.101,,,,,Seattle,47.6102981567,-122.3340988159,0.5385416254
1420258004174.21.3.2738.102.0.97,2015/01/03/20150103T04:06:30.382296000Z_174-21-3-27.tukw.qwest.net:60565.s2c_snaplog.gz,1420258004,174.21.3.27,38.102.0.97,,,,,Seattle,47.6062011719,-122.3320999146,0.0536936874
142025808724.56.227.129173.205.3.203,2015/01/03/20150103T04:07:48.213515000Z_c-24-56-227-129.customer.broadstripe.net:58281.s2c_snaplog.gz,1420258087,24.56.227.129,173.205.3.203,c-24-56-227-129.customer.broadstripe.net,,BTWebClient/7920,Windows,Seattle,47.6101989746,-122.3042984009,12.6521230439
1420258124207.66.156.6128.177.109.229,2015/01/03/20150103T04:08:30.681255000Z_207.66.156.6:49564.s2c_snaplog.gz,1420258124,207.66.156.6,128.177.109.229,,,,,Seattle,47.6102981567,-122.3340988159,1.2263313701
1420258265174.21.3.2738.102.0.97,2015/01/03/20150103T04:10:44.587506000Z_174-21-3-27.tukw.qwest.net:60630.s2c_snaplog.gz,1420258265,174.21.3.27,38.102.0.97,,,,,Seattle,47.6062011719,-122.3320999146,0.1135406638
1420258269207.66.156.6128.177.109.229,2015/01/03/20150103T04:10:55.130828000Z_207.66.156.6:49572.s2c_snaplog.gz,1420258269,207.66.156.6,128.177.109.229,,,,,Seattle,47.6102981567,-122.3340988159,0.7545211821
142025871867.183.80.224.71.157.165,2015/01/03/20150103T04:18:25.207349000Z_c-67-183-80-22.hsd1.wa.comcast.net:60828.s2c_snaplog.gz,1420258718,67.183.80.22,4.71.157.165,,,,,Seattle,47.537399292,-122.3910980225,5.8498478894
1420258830207.66.156.6128.177.109.229,2015/01/03/20150103T04:20:17.108357000Z_207.66.156.6:49609.s2c_snaplog.gz,1420258830,207.66.156.6,128.177.109.229,,,,,Seattle,47.6102981567,-122.3340988159,0.9788684264
1420259141207.66.156.6128.177.109.229,2015/01/03/20150103T04:25:26.789496000Z_207.66.156.6:49732.s2c_snaplog.gz,1420259141,207.66.156.6,128.177.109.229,,,,,Seattle,47.6102981567,-122.3340988159,0.1437002961
1420259190207.66.156.6128.177.109.229,2015/01/03/20150103T04:26:16.597858000Z_207.66.156.6:49742.s2c_snaplog.gz,1420259190,207.66.156.6,128.177.109.229,,,,,Seattle,47.6102981567,-122.3340988159,0.7552039998
1420259223207.66.156.6128.177.109.229,2015/01/03/20150103T04:26:48.694136000Z_207.66.156.6:49747.s2c_snaplog.gz,1420259223,207.66.156.6,128.177.109.229,,,,,Seattle,47.6102981567,-122.3340988159,0.0948058871
142026078223.19.35.1138.102.0.109,2015/01/03/20150103T04:52:41.887128000Z_23.19.35.11.rdns.as15003.net:55241.s2c_snaplog.gz,1420260782,23.19.35.11,38.102.0.109,23.19.35.11.rdns.as15003.net,,BTWebClient/3420,Windows,Seattle,47.4891014099,-122.290802002,0.3548062425
142026082623.19.35.1138.102.0.109,2015/01/03/20150103T04:53:25.151442000Z_23.19.35.11.rdns.as15003.net:55326.s2c_snaplog.gz,1420260826,23.19.35.11,38.102.0.109,23.19.35.11.rdns.as15003.net,,BTWebClient/3420,Windows,Seattle,47.4891014099,-122.290802002,0.4533973771
142026087523.19.35.1138.102.0.109,2015/01/03/20150103T04:54:10.973874000Z_23.19.35.11.rdns.as15003.net:55402.s2c_snaplog.gz,1420260875,23.19.35.11,38.102.0.109,23.19.35.11.rdns.as15003.net,,BTWebClient/3420,Windows,Seattle,47.4891014099,-122.290802002,0.5087189248
142026094224.56.227.129173.205.3.216,2015/01/03/20150103T04:55:17.593796000Z_c-24-56-227-129.customer.broadstripe.net:49487.s2c_snaplog.gz,1420260942,24.56.227.129,173.205.3.216,c-24-56-227-129.customer.broadstripe.net,,BTWebClient/7920,Windows,Seattle,47.6101989746,-122.3042984009,1.2219599361
142026094374.94.77.9438.102.0.109,2015/01/03/20150103T04:55:23.635126000Z_74-94-177-94-NewEngland.hfc.comcastbusiness.net:1264.s2c_snaplog.gz,1420260943,74.94.77.94,38.102.0.109,74-94-177-94-NewEngland.hfc.comcastbusiness.net,,BTWebClient/3420,Windows,Seattle,47.6062011719,-122.3320999146,4.7759867607
142026361074.94.77.9438.102.0.109,2015/01/03/20150103T05:39:47.845048000Z_74-94-177-94-NewEngland.hfc.comcastbusiness.net:3130.s2c_snaplog.gz,1420263610,74.94.77.94,38.102.0.109,74-94-177-94-NewEngland.hfc.comcastbusiness.net,,BTWebClient/3420,Windows,Seattle,47.6062011719,-122.3320999146,2.523679888
1420264229184.78.215.1338.102.0.97,2015/01/03/20150103T05:50:06.669827000Z_184-78-215-13.war.clearwire-wmx.net:52078.s2c_snaplog.gz,1420264229,184.78.215.13,38.102.0.97,184-78-215-13.war.clearwire-wmx.net,,BTWebClient/3420,Windows,Seattle,47.6062011719,-122.3320999146,1.6556820549
142026482398.247.254.574.71.210.224,2015/01/03/20150103T05:59:58.784456000Z_c-98-247-254-57.hsd1.wa.comcast.net:51175.s2c_snaplog.gz,1420264823,98.247.254.57,4.71.210.224,c-98-247-254-57.hsd1.wa.comcast.net,,BTWebClient/3420,Windows,Seattle,47.6847000122,-122.384803772,19.1280715593
142026504024.17.241.738.102.0.109,2015/01/03/20150103T06:03:36.401238000Z_c-24-17-241-7.hsd1.wa.comcast.net:54657.s2c_snaplog.gz,1420265040,24.17.241.7,38.102.0.109,c-24-17-241-7.hsd1.wa.comcast.net,,,,Seattle,47.6343994141,-122.3422012329,10.1223614922
142026504024.56.227.129173.205.3.216,2015/01/03/20150103T06:03:38.997010000Z_c-24-56-227-129.customer.broadstripe.net:56489.s2c_snaplog.gz,1420265040,24.56.227.129,173.205.3.216,c-24-56-227-129.customer.broadstripe.net,,BTWebClient/7920,Windows,Seattle,47.6101989746,-122.3042984009,2.0002720873
142026513370.199.142.2538.102.0.83,2015/01/03/20150103T06:05:11.727675000Z_25.sub-70-199-142.myvzw.com:5166.s2c_snaplog.gz,1420265133,70.199.142.25,38.102.0.83,25.sub-70-199-142.myvzw.com,,,,Seattle,47.6062011719,-122.3320999146,22.8893292062
142026526774.94.77.9438.102.0.83,2015/01/03/20150103T06:07:25.6719000Z_74-94-177-94-NewEngland.hfc.comcastbusiness.net:3350.s2c_snaplog.gz,1420265267,74.94.77.94,38.102.0.83,74-94-177-94-NewEngland.hfc.comcastbusiness.net,,BTWebClient/3420,Windows,Seattle,47.6062011719,-122.3320999146,4.3971121572
1420265828174.21.151.17863.243.224.11,2015/01/03/20150103T06:16:42.943246000Z_174-21-151-178.tukw.qwest.net:55431.s2c_snaplog.gz,1420265828,174.21.151.178,63.243.224.11,174-21-151-178.tukw.qwest.net,,,,Seattle,47.6062011719,-122.3320999146,0.2766239833
1420266617184.78.192.12238.102.0.109,2015/01/03/20150103T06:29:52.144235000Z_184-78-192-122.war.clearwire-wmx.net:59784.s2c_snaplog.gz,1420266617,184.78.192.122,38.102.0.109,184-78-192-122.war.clearwire-wmx.net,,,,Seattle,47.6062011719,-122.3320999146,4.8669717088
1420266992184.78.192.12238.102.0.97,2015/01/03/20150103T06:36:11.1687000Z_184-78-192-122.war.clearwire-wmx.net:60216.s2c_snaplog.gz,1420266992,184.78.192.122,38.102.0.97,184-78-192-122.war.clearwire-wmx.net,,,,Seattle,47.6062011719,-122.3320999146,5.030868583
1420268276104.156.97.22238.65.210.203,2015/01/03/20150103T06:57:32.577526000Z_104.156.97.222:65206.s2c_snaplog.gz,1420268276,104.156.97.222,38.65.210.203,,,BTWebClient/3420,Windows,Seattle,47.6144981384,-122.3479995728,25.8698068691
142026972777.234.41.181212.162.51.75,2015/01/03/20150103T07:21:45.759289000Z_ten.emfme.net:54535.s2c_snaplog.gz,1420269727,77.234.41.181,212.162.51.75,ten.emfme.net,,BTWebClient/3420,Windows,Seattle,47.4891014099,-122.290802002,0.8546051696
142027134467.170.84.201173.205.3.11,2015/01/03/20150103T07:48:51.44012000Z_c-67-170-84-201.hsd1.wa.comcast.net:50101.s2c_snaplog.gz,1420271344,67.170.84.201,173.205.3.11,,,,,Seattle,47.6062011719,-122.3320999146,28.0824554561
142027234598.247.149.1038.102.0.109,2015/01/03/20150103T08:05:19.184566000Z_c-98-247-149-10.hsd1.wa.comcast.net:55263.s2c_snaplog.gz,1420272345,98.247.149.10,38.102.0.109,c-98-247-149-10.hsd1.wa.comcast.net,,BTWebClient/3420,Windows,Seattle,47.4976005554,-122.3650970459,22.2863077063
142027697276.104.188.18538.102.0.97,2015/01/03/20150103T09:22:28.832305000Z_c-76-104-188-185.hsd1.wa.comcast.net:52336.s2c_snaplog.gz,1420276972,76.104.188.185,38.102.0.97,c-76-104-188-185.hsd1.wa.comcast.net,,,,Seattle,47.4891014099,-122.290802002,19.7564694387
142027810124.18.240.18738.102.0.97,2015/01/03/20150103T09:41:21.265145000Z_c-24-18-240-187.hsd1.wa.comcast.net:57050.s2c_snaplog.gz,1420278101,24.18.240.187,38.102.0.97,c-24-18-240-187.hsd1.wa.comcast.net,,,,Seattle,47.6853981018,-122.2872009277,17.9282090036
142028726974.61.38.17338.102.0.109,2015/01/03/20150103T12:14:08.388738000Z_74-61-38-173.war.clearwire-wmx.net:2046.s2c_snaplog.gz,1420287269,74.61.38.173,38.102.0.109,74-61-38-173.war.clearwire-wmx.net,,BTWebClient/3420,Windows,Seattle,47.6062011719,-122.3320999146,3.3923213066
142029093324.56.227.186173.205.3.229,2015/01/03/20150103T13:15:13.612504000Z_c-24-56-227-186.customer.broadstripe.net:49759.s2c_snaplog.gz,1420290933,24.56.227.186,173.205.3.229,c-24-56-227-186.customer.broadstripe.net,,BTWebClient/3420,Windows,Seattle,47.6101989746,-122.3042984009,8.8194409211
1420292602184.78.244.4338.102.0.109,2015/01/03/20150103T13:42:52.122849000Z_184-78-244-43.war.clearwire-wmx.net:49405.s2c_snaplog.gz,1420292602,184.78.244.43,38.102.0.109,184-78-244-43.war.clearwire-wmx.net,,BTWebClient/3420,Windows,Seattle,47.6062011719,-122.3320999146,3.2947755335
1420294609184.78.244.4363.243.224.11,2015/01/03/20150103T14:16:27.296309000Z_184-78-244-43.war.clearwire-wmx.net:50471.s2c_snaplog.gz,1420294609,184.78.244.43,63.243.224.11,184-78-244-43.war.clearwire-wmx.net,,BTWebClient/3420,Windows,Seattle,47.6062011719,-122.3320999146,4.7900084906
1420294860184.78.244.4338.102.0.97,2015/01/03/20150103T14:20:38.984821000Z_184-78-244-43.war.clearwire-wmx.net:50502.s2c_snaplog.gz,1420294860,184.78.244.43,38.102.0.97,184-78-244-43.war.clearwire-wmx.net,,BTWebClient/3420,Windows,Seattle,47.6062011719,-122.3320999146,4.0702952972
1420296284184.78.244.4338.102.0.109,2015/01/03/20150103T14:44:22.751776000Z_184-78-244-43.war.clearwire-wmx.net:50648.s2c_snaplog.gz,1420296284,184.78.244.43,38.102.0.109,184-78-244-43.war.clearwire-wmx.net,,BTWebClient/3420,Windows,Seattle,47.6062011719,-122.3320999146,1.6699981226
1420296490184.78.244.4338.102.0.109,2015/01/03/20150103T14:47:44.718564000Z_184-78-244-43.war.clearwire-wmx.net:50708.s2c_snaplog.gz,1420296490,184.78.244.43,38.102.0.109,184-78-244-43.war.clearwire-wmx.net,,BTWebClient/3420,Windows,Seattle,47.6062011719,-122.3320999146,3.174572572
1420296837184.78.244.4338.102.0.109,2015/01/03/20150103T14:53:36.328217000Z_184-78-244-43.war.clearwire-wmx.net:50734.s2c_snaplog.gz,1420296837,184.78.244.43,38.102.0.109,184-78-244-43.war.clearwire-wmx.net,,BTWebClient/3420,Windows,Seattle,47.6062011719,-122.3320999146,1.4324230854
1420297021184.78.244.4338.102.0.97,2015/01/03/20150103T14:56:40.683734000Z_184-78-244-43.war.clearwire-wmx.net:50749.s2c_snaplog.gz,1420297021,184.78.244.43,38.102.0.97,184-78-244-43.war.clearwire-wmx.net,,BTWebClient/3420,Windows,Seattle,47.6062011719,-122.3320999146,4.010883304
1420297541184.78.244.4338.102.0.109,2015/01/03/20150103T15:05:16.542812000Z_184-78-244-43.war.clearwire-wmx.net:51007.s2c_snaplog.gz,1420297541,184.78.244.43,38.102.0.109,184-78-244-43.war.clearwire-wmx.net,,BTWebClient/3420,Windows,Seattle,47.6062011719,-122.3320999146,3.0854416752
142029812377.234.41.180212.162.51.88,2015/01/03/20150103T15:14:53.309089000Z_ten.emfme.net:50068.s2c_snaplog.gz,1420298123,77.234.41.180,212.162.51.88,ten.emfme.net,,BTWebClient/3420,Windows,Seattle,47.4891014099,-122.290802002,0.383101693
1420298980184.78.244.4338.102.0.109,2015/01/03/20150103T15:29:16.167867000Z_184-78-244-43.war.clearwire-wmx.net:51121.s2c_snaplog.gz,1420298980,184.78.244.43,38.102.0.109,184-78-244-43.war.clearwire-wmx.net,,BTWebClient/3420,Windows,Seattle,47.6062011719,-122.3320999146,3.3153902541
1420299697184.78.211.16463.243.224.37,2015/01/03/20150103T15:41:10.627638000Z_184-78-211-164.war.clearwire-wmx.net:58824.s2c_snaplog.gz,1420299697,184.78.211.164,63.243.224.37,184-78-211-164.war.clearwire-wmx.net,,,,Seattle,47.6062011719,-122.3320999146,3.6790446353
142030228076.121.7.12438.102.0.97,2015/01/03/20150103T16:24:27.523163000Z_c-76-121-7-124.hsd1.wa.comcast.net:51338.s2c_snaplog.gz,1420302280,76.121.7.124,38.102.0.97,,,,,Seattle,47.6636009216,-122.3804016113,15.4295563821
1420308127184.78.244.4338.102.0.97,2015/01/03/20150103T18:01:45.12972000Z_184-78-244-43.war.clearwire-wmx.net:55865.s2c_snaplog.gz,1420308127,184.78.244.43,38.102.0.97,184-78-244-43.war.clearwire-wmx.net,,BTWebClient/3130,Windows,Seattle,47.6062011719,-122.3320999146,2.6054526355
142030926671.227.255.6838.102.0.97,2015/01/03/20150103T18:20:41.839812000Z_c-71-227-255-68.hsd1.wa.comcast.net:49387.s2c_snaplog.gz,1420309266,71.227.255.68,38.102.0.97,c-71-227-255-68.hsd1.wa.comcast.net,,,,Seattle,47.537399292,-122.3910980225,27.8685622595
1420310102184.78.244.4338.102.0.83,2015/01/03/20150103T18:34:41.92643000Z_184-78-244-43.war.clearwire-wmx.net:56392.s2c_snaplog.gz,1420310102,184.78.244.43,38.102.0.83,,,,,Seattle,47.6062011719,-122.3320999146,1.3693171057
142031179671.231.224.20438.102.0.109,2015/01/03/20150103T19:02:52.204305000Z_c-71-231-224-204.hsd1.wa.comcast.net:49924.s2c_snaplog.gz,1420311796,71.231.224.204,38.102.0.109,c-71-231-224-204.hsd1.wa.comcast.net,,BTWebClient/3130,Windows,Seattle,47.6062011719,-122.3320999146,93.2873761757
142031197871.231.224.20438.102.0.109,2015/01/03/20150103T19:05:57.867544000Z_c-71-231-224-204.hsd1.wa.comcast.net:50186.s2c_snaplog.gz,1420311978,71.231.224.204,38.102.0.109,,,,,Seattle,47.6062011719,-122.3320999146,64.9109927479
142031199624.143.99.14438.102.0.83,2015/01/03/20150103T19:06:16.386345000Z_c-24-143-99-144.customer.broadstripe.net:57008.s2c_snaplog.gz,1420311996,24.143.99.144,38.102.0.83,c-24-143-99-144.customer.broadstripe.net,,BTWebClient/3420,Windows,Seattle,47.6101989746,-122.3042984009,75.1964691513
142031210471.231.224.20438.102.0.83,2015/01/03/20150103T19:08:00.317601000Z_c-71-231-224-204.hsd1.wa.comcast.net:50481.s2c_snaplog.gz,1420312104,71.231.224.204,38.102.0.83,c-71-231-224-204.hsd1.wa.comcast.net,,BTWebClient/3130,Windows,Seattle,47.6062011719,-122.3320999146,114.6837559613
142031222771.231.224.20438.102.0.109,2015/01/03/20150103T19:10:06.520025000Z_c-71-231-224-204.hsd1.wa.comcast.net:50697.s2c_snaplog.gz,1420312227,71.231.224.204,38.102.0.109,,,,,Seattle,47.6062011719,-122.3320999146,79.3504375543
142031271998.247.254.5738.98.51.33,2015/01/03/20150103T19:18:20.50109000Z_c-98-247-254-57.hsd1.wa.comcast.net:54122.s2c_snaplog.gz,1420312719,98.247.254.57,38.98.51.33,c-98-247-254-57.hsd1.wa.comcast.net,,BTWebClient/3420,Windows,Seattle,47.6847000122,-122.384803772,24.9565423064
142031324450.159.16.18238.102.0.109,2015/01/03/20150103T19:26:59.771650000Z_c-50-159-16-182.hsd1.wa.comcast.net:54402.s2c_snaplog.gz,1420313244,50.159.16.182,38.102.0.109,c-50-159-16-182.hsd1.wa.comcast.net,,BTWebClient/3310,Windows,Seattle,47.6514015198,-122.4077987671,0.3558459653
142031355867.170.84.20138.102.0.97,2015/01/03/20150103T19:32:24.858610000Z_c-67-170-84-201.hsd1.wa.comcast.net:40848.s2c_snaplog.gz,1420313558,67.170.84.201,38.102.0.97,,,,,Seattle,47.6062011719,-122.3320999146,43.3143318386
142031374576.22.10.7238.102.0.109,2015/01/03/20150103T19:35:21.459698000Z_c-76-22-10-72.hsd1.wa.comcast.net:49720.s2c_snaplog.gz,1420313745,76.22.10.72,38.102.0.109,c-76-22-10-72.hsd1.wa.comcast.net,,BTWebClient/3420,Windows,Seattle,47.5471992493,-122.3513031006,52.2551537142
